lncRNA	chr13	1000	1003	ENST00000623511.1	FAM230C	+	1	ENST00000623511.1_FAM230C_+_1	ctrl_rep1.forward	3.53614710574038	ctrl_rep1.reverse	NA
lncRNA	chr13	1003	1006	ENST00000623511.1	FAM230C	+	2	ENST00000623511.1_FAM230C_+_2	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1006	1009	ENST00000623511.1	FAM230C	+	3	ENST00000623511.1_FAM230C_+_3	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1009	1012	ENST00000623511.1	FAM230C	+	4	ENST00000623511.1_FAM230C_+_4	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1012	1015	ENST00000623511.1	FAM230C	+	5	ENST00000623511.1_FAM230C_+_5	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1015	1018	ENST00000623511.1	FAM230C	+	6	ENST00000623511.1_FAM230C_+_6	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1018	1021	ENST00000623511.1	FAM230C	+	7	ENST00000623511.1_FAM230C_+_7	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1021	1024	ENST00000623511.1	FAM230C	+	8	ENST00000623511.1_FAM230C_+_8	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1024	1027	ENST00000623511.1	FAM230C	+	9	ENST00000623511.1_FAM230C_+_9	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1027	1030	ENST00000623511.1	FAM230C	+	10	ENST00000623511.1_FAM230C_+_10	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1030	1033	ENST00000623511.1	FAM230C	+	11	ENST00000623511.1_FAM230C_+_11	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1033	1036	ENST00000623511.1	FAM230C	+	12	ENST00000623511.1_FAM230C_+_12	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1036	1039	ENST00000623511.1	FAM230C	+	13	ENST00000623511.1_FAM230C_+_13	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1039	1042	ENST00000623511.1	FAM230C	+	14	ENST00000623511.1_FAM230C_+_14	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1042	1045	ENST00000623511.1	FAM230C	+	15	ENST00000623511.1_FAM230C_+_15	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1045	1048	ENST00000623511.1	FAM230C	+	16	ENST00000623511.1_FAM230C_+_16	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1048	1051	ENST00000623511.1	FAM230C	+	17	ENST00000623511.1_FAM230C_+_17	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1051	1054	ENST00000623511.1	FAM230C	+	18	ENST00000623511.1_FAM230C_+_18	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1054	1057	ENST00000623511.1	FAM230C	+	19	ENST00000623511.1_FAM230C_+_19	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1057	1060	ENST00000623511.1	FAM230C	+	20	ENST00000623511.1_FAM230C_+_20	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1060	1063	ENST00000623511.1	FAM230C	+	21	ENST00000623511.1_FAM230C_+_21	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1063	1066	ENST00000623511.1	FAM230C	+	22	ENST00000623511.1_FAM230C_+_22	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1066	1069	ENST00000623511.1	FAM230C	+	23	ENST00000623511.1_FAM230C_+_23	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1069	1072	ENST00000623511.1	FAM230C	+	24	ENST00000623511.1_FAM230C_+_24	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1072	1075	ENST00000623511.1	FAM230C	+	25	ENST00000623511.1_FAM230C_+_25	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1075	1078	ENST00000623511.1	FAM230C	+	26	ENST00000623511.1_FAM230C_+_26	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1078	1081	ENST00000623511.1	FAM230C	+	27	ENST00000623511.1_FAM230C_+_27	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1081	1084	ENST00000623511.1	FAM230C	+	28	ENST00000623511.1_FAM230C_+_28	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1084	1087	ENST00000623511.1	FAM230C	+	29	ENST00000623511.1_FAM230C_+_29	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1087	1090	ENST00000623511.1	FAM230C	+	30	ENST00000623511.1_FAM230C_+_30	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1090	1093	ENST00000623511.1	FAM230C	+	31	ENST00000623511.1_FAM230C_+_31	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1093	1096	ENST00000623511.1	FAM230C	+	32	ENST00000623511.1_FAM230C_+_32	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1096	1099	ENST00000623511.1	FAM230C	+	33	ENST00000623511.1_FAM230C_+_33	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1099	1102	ENST00000623511.1	FAM230C	+	34	ENST00000623511.1_FAM230C_+_34	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1102	1105	ENST00000623511.1	FAM230C	+	35	ENST00000623511.1_FAM230C_+_35	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1105	1108	ENST00000623511.1	FAM230C	+	36	ENST00000623511.1_FAM230C_+_36	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1108	1111	ENST00000623511.1	FAM230C	+	37	ENST00000623511.1_FAM230C_+_37	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1111	1114	ENST00000623511.1	FAM230C	+	38	ENST00000623511.1_FAM230C_+_38	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1114	1117	ENST00000623511.1	FAM230C	+	39	ENST00000623511.1_FAM230C_+_39	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1117	1120	ENST00000623511.1	FAM230C	+	40	ENST00000623511.1_FAM230C_+_40	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1120	1123	ENST00000623511.1	FAM230C	+	41	ENST00000623511.1_FAM230C_+_41	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1123	1126	ENST00000623511.1	FAM230C	+	42	ENST00000623511.1_FAM230C_+_42	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1126	1129	ENST00000623511.1	FAM230C	+	43	ENST00000623511.1_FAM230C_+_43	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1129	1132	ENST00000623511.1	FAM230C	+	44	ENST00000623511.1_FAM230C_+_44	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1132	1135	ENST00000623511.1	FAM230C	+	45	ENST00000623511.1_FAM230C_+_45	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1135	1138	ENST00000623511.1	FAM230C	+	46	ENST00000623511.1_FAM230C_+_46	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1138	1141	ENST00000623511.1	FAM230C	+	47	ENST00000623511.1_FAM230C_+_47	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1141	1144	ENST00000623511.1	FAM230C	+	48	ENST00000623511.1_FAM230C_+_48	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1144	1147	ENST00000623511.1	FAM230C	+	49	ENST00000623511.1_FAM230C_+_49	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1147	1150	ENST00000623511.1	FAM230C	+	50	ENST00000623511.1_FAM230C_+_50	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1150	1153	ENST00000623511.1	FAM230C	+	51	ENST00000623511.1_FAM230C_+_51	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1153	1156	ENST00000623511.1	FAM230C	+	52	ENST00000623511.1_FAM230C_+_52	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1156	1159	ENST00000623511.1	FAM230C	+	53	ENST00000623511.1_FAM230C_+_53	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1159	1162	ENST00000623511.1	FAM230C	+	54	ENST00000623511.1_FAM230C_+_54	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1162	1165	ENST00000623511.1	FAM230C	+	55	ENST00000623511.1_FAM230C_+_55	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1165	1168	ENST00000623511.1	FAM230C	+	56	ENST00000623511.1_FAM230C_+_56	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1168	1171	ENST00000623511.1	FAM230C	+	57	ENST00000623511.1_FAM230C_+_57	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1171	1174	ENST00000623511.1	FAM230C	+	58	ENST00000623511.1_FAM230C_+_58	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
lncRNA	chr13	1174	1177	ENST00000623511.1	FAM230C	+	59	ENST00000623511.1_FAM230C_+_59	ctrl_rep1.forward	3.8472449388355	ctrl_rep1.reverse	NA
