protein-coding	chr7	55019017	55019980	ENST00000275493.7	EGFR	+	1	ENST00000275493.7_EGFR_+_1	ctrl_rep1.forward	1.35677385892116	ctrl_rep1.reverse	NA	ctrl_rep2.forward	1.430225	ctrl_rep2.reverse	NA	HS_rep1.forward	2.01127219917012	HS_rep1.reverse	NA	HS_rep2.forward	2.06835814315353	HS_rep2.reverse	NA
protein-coding	chr7	55019980	55020943	ENST00000275493.7	EGFR	+	2	ENST00000275493.7_EGFR_+_2	ctrl_rep1.forward	3.65702883817427	ctrl_rep1.reverse	NA	ctrl_rep2.forward	5.4612594813278	ctrl_rep2.reverse	NA	HS_rep1.forward	8.92748652489627	HS_rep1.reverse	NA	HS_rep2.forward	8.94350918049792	HS_rep2.reverse	NA
protein-coding	chr7	55020943	55021906	ENST00000275493.7	EGFR	+	3	ENST00000275493.7_EGFR_+_3	ctrl_rep1.forward	8.16151939834025	ctrl_rep1.reverse	NA	ctrl_rep2.forward	9.6925241286307	ctrl_rep2.reverse	NA	HS_rep1.forward	12.8442295435685	HS_rep1.reverse	NA	HS_rep2.forward	14.9178193983402	HS_rep2.reverse	NA
protein-coding	chr7	55021906	55022869	ENST00000275493.7	EGFR	+	4	ENST00000275493.7_EGFR_+_4	ctrl_rep1.forward	6.8924137966805	ctrl_rep1.reverse	NA	ctrl_rep2.forward	8.19738786307054	ctrl_rep2.reverse	NA	HS_rep1.forward	12.2931662863071	HS_rep1.reverse	NA	HS_rep2.forward	13.5708182572614	HS_rep2.reverse	NA
protein-coding	chr7	55022869	55023832	ENST00000275493.7	EGFR	+	5	ENST00000275493.7_EGFR_+_5	ctrl_rep1.forward	6.16393062240664	ctrl_rep1.reverse	NA	ctrl_rep2.forward	7.39756315352697	ctrl_rep2.reverse	NA	HS_rep1.forward	9.16116441908714	HS_rep1.reverse	NA	HS_rep2.forward	10.4665730809129	HS_rep2.reverse	NA
protein-coding	chr7	55023832	55024795	ENST00000275493.7	EGFR	+	6	ENST00000275493.7_EGFR_+_6	ctrl_rep1.forward	6.8287490560166	ctrl_rep1.reverse	NA	ctrl_rep2.forward	8.35251831950207	ctrl_rep2.reverse	NA	HS_rep1.forward	8.58103998962656	HS_rep1.reverse	NA	HS_rep2.forward	12.7426244813278	HS_rep2.reverse	NA
protein-coding	chr7	55024795	55025758	ENST00000275493.7	EGFR	+	7	ENST00000275493.7_EGFR_+_7	ctrl_rep1.forward	7.65638348547718	ctrl_rep1.reverse	NA	ctrl_rep2.forward	10.4736475518672	ctrl_rep2.reverse	NA	HS_rep1.forward	10.4841862863071	HS_rep1.reverse	NA	HS_rep2.forward	12.5400552489627	HS_rep2.reverse	NA
protein-coding	chr7	55025758	55026721	ENST00000275493.7	EGFR	+	8	ENST00000275493.7_EGFR_+_8	ctrl_rep1.forward	7.72943986514523	ctrl_rep1.reverse	NA	ctrl_rep2.forward	9.86305425311203	ctrl_rep2.reverse	NA	HS_rep1.forward	14.9961782987552	HS_rep1.reverse	NA	HS_rep2.forward	13.8485948236515	HS_rep2.reverse	NA
protein-coding	chr7	55026721	55027684	ENST00000275493.7	EGFR	+	9	ENST00000275493.7_EGFR_+_9	ctrl_rep1.forward	6.69202898340249	ctrl_rep1.reverse	NA	ctrl_rep2.forward	9.33826898340249	ctrl_rep2.reverse	NA	HS_rep1.forward	10.9678149377593	HS_rep1.reverse	NA	HS_rep2.forward	12.2460413900415	HS_rep2.reverse	NA
protein-coding	chr7	55027684	55028647	ENST00000275493.7	EGFR	+	10	ENST00000275493.7_EGFR_+_10	ctrl_rep1.forward	6.4645068153527	ctrl_rep1.reverse	NA	ctrl_rep2.forward	7.65280300829876	ctrl_rep2.reverse	NA	HS_rep1.forward	6.84297203319502	HS_rep1.reverse	NA	HS_rep2.forward	9.94179221991701	HS_rep2.reverse	NA
protein-coding	chr7	55028647	55029610	ENST00000275493.7	EGFR	+	11	ENST00000275493.7_EGFR_+_11	ctrl_rep1.forward	5.98650798755187	ctrl_rep1.reverse	NA	ctrl_rep2.forward	7.7056101659751	ctrl_rep2.reverse	NA	HS_rep1.forward	5.77571626556017	HS_rep1.reverse	NA	HS_rep2.forward	9.97084906639004	HS_rep2.reverse	NA
protein-coding	chr7	55029610	55030573	ENST00000275493.7	EGFR	+	12	ENST00000275493.7_EGFR_+_12	ctrl_rep1.forward	6.94564212655602	ctrl_rep1.reverse	NA	ctrl_rep2.forward	7.62750188796681	ctrl_rep2.reverse	NA	HS_rep1.forward	8.9193485373444	HS_rep1.reverse	NA	HS_rep2.forward	11.0956300829876	HS_rep2.reverse	NA
protein-coding	chr7	55030573	55031536	ENST00000275493.7	EGFR	+	13	ENST00000275493.7_EGFR_+_13	ctrl_rep1.forward	7.81710742738589	ctrl_rep1.reverse	NA	ctrl_rep2.forward	10.2712143360996	ctrl_rep2.reverse	NA	HS_rep1.forward	12.4536008298755	HS_rep1.reverse	NA	HS_rep2.forward	13.4990272821577	HS_rep2.reverse	NA
protein-coding	chr7	55031536	55032499	ENST00000275493.7	EGFR	+	14	ENST00000275493.7_EGFR_+_14	ctrl_rep1.forward	8.25023096473029	ctrl_rep1.reverse	NA	ctrl_rep2.forward	11.0127345435685	ctrl_rep2.reverse	NA	HS_rep1.forward	12.3652467842324	HS_rep1.reverse	NA	HS_rep2.forward	13.0058705394191	HS_rep2.reverse	NA
